SS,YYYY,MM,DD,HR,MIN,mm/dd/yyy,JULIAN,WEEK,StartTime,Sunrise_Time,JDY_GSS,NUM_DAYS_GSS,MIN_SUN
,,,,,,,,,,,,,
CL:F-100-1:5-3,1997,5,26,8,32,1997-05-26,146,22,1900-01-00,1/0/1900,111,35,204
,,,,,,,,,,,,,
CL:F-100-1:5-3,1997,6,5,6,32,1997-06-05,156,23,1900-01-00,1/0/1900,111,45,94
,,,,,,,,,,,,,
CL:F-100-1:5-3,1997,6,15,8,1,1997-06-15,166,25,1900-01-00,1/0/1900,111,55,188
,,,,,,,,,,,,,
CL:F-100-1:5-3,1997,6,26,8,39,1997-06-26,177,26,1900-01-00,1/0/1900,111,66,224
,,,,,,,,,,,,,
CL:F-100-1:5-3,1998,5,18,6,14,1998-05-18,138,21,1900-01-00,1/0/1900,111,27,53
,,,,,,,,,,,,,
CL:F-100-1:5-3,1998,5,27,8,5,1998-05-27,147,22,1900-01-00,1/0/1900,111,36,178
,,,,,,,,,,,,,
CL:F-100-1:5-3,1998,6,7,7,54,1998-06-07,158,24,1900-01-00,1/0/1900,111,47,177
,,,,,,,,,,,,,
CL:F-100-1:5-3,1998,6,17,7,27,1998-06-17,168,25,1900-01-00,1/0/1900,111,57,154
,,,,,,,,,,,,,
CL:F-100-1:5-3,1998,6,29,6,15,1998-06-29,180,27,1900-01-00,1/0/1900,111,69,78
,,,,,,,,,,,,,
CL:F-100-1:5-3,1999,5,17,7,13,1999-05-17,137,21,1900-01-00,1/0/1900,111,26,110
,,,,,,,,,,,,,
CL:F-100-1:5-3,1999,5,27,7,57,1999-05-27,147,22,1900-01-00,1/0/1900,111,36,169
,,,,,,,,,,,,,
CL:F-100-1:5-3,1999,6,5,6,5,1999-06-05,156,23,1900-01-00,1/0/1900,111,45,67
,,,,,,,,,,,,,
CL:F-100-1:5-3,1999,6,16,7,30,1999-06-16,167,25,1900-01-00,1/0/1900,111,56,157
,,,,,,,,,,,,,
CL:F-100-1:5-3,1999,6,25,6,1,1999-06-25,176,26,1900-01-00,1/0/1900,111,65,66
,,,,,,,,,,,,,
CL:F-100-1:5-3,2000,5,16,8,13,2000-05-16,137,21,1900-01-00,1/0/1900,111,26,170
,,,,,,,,,,,,,
CL:F-100-1:5-3,2000,5,26,6,15,2000-05-26,147,22,1900-01-00,1/0/1900,111,36,67
,,,,,,,,,,,,,
CL:F-100-1:5-3,2000,6,4,8,38,2000-06-04,156,24,1900-01-00,1/0/1900,111,45,220
,,,,,,,,,,,,,
CL:F-100-1:5-3,2000,6,16,5,50,2000-06-16,168,25,1900-01-00,1/0/1900,111,57,57
,,,,,,,,,,,,,
CL:F-100-1:5-3,2000,6,27,8,5,2000-06-27,179,27,1900-01-00,1/0/1900,111,68,189
,,,,,,,,,,,,,
CL:F-100-1:5-3,2001,5,18,7,34,2001-05-18,138,20,1900-01-00,1/0/1900,111,27,134
,,,,,,,,,,,,,
CL:F-100-1:5-3,2001,5,31,5,51,2001-05-31,151,22,1900-01-00,1/0/1900,111,40,49
,,,,,,,,,,,,,
CL:F-100-1:5-3,2001,6,7,8,1,2001-06-07,158,23,1900-01-00,1/0/1900,111,47,185
,,,,,,,,,,,,,
CL:F-100-1:5-3,2001,6,17,5,48,2001-06-17,168,25,1900-01-00,1/0/1900,111,57,55
,,,,,,,,,,,,,
CL:F-100-1:5-3,2001,6,26,7,11,2001-06-26,177,26,1900-01-00,1/0/1900,111,66,136
,,,,,,,,,,,,,
CL:F-100-1:5-3,2002,5,19,6,41,2002-05-19,139,21,1900-01-00,1/0/1900,111,28,82
,,,,,,,,,,,,,
CL:F-100-1:5-3,2002,5,29,8,37,2002-05-29,149,22,1900-01-00,1/0/1900,111,38,212
,,,,,,,,,,,,,
CL:F-100-1:5-3,2002,6,10,5,45,2002-06-10,161,24,1900-01-00,1/0/1900,111,50,50
,,,,,,,,,,,,,
CL:F-100-1:5-3,2002,6,19,8,35,2002-06-19,170,25,1900-01-00,1/0/1900,111,59,222
,,,,,,,,,,,,,
CL:F-100-1:5-3,2002,6,25,6,4,2002-06-25,176,26,1900-01-00,1/0/1900,111,65,69
,,,,,,,,,,,,,
CL:F-100-1:5-3,2003,5,19,8,7,2003-05-19,139,21,1900-01-00,1/0/1900,111,28,168
,,,,,,,,,,,,,
CL:F-100-1:5-3,2003,5,30,7,24,2003-05-30,150,22,1900-01-00,1/0/1900,111,39,140
,,,,,,,,,,,,,
CL:F-100-1:5-3,2003,6,10,7,22,2003-06-10,161,24,1900-01-00,1/0/1900,111,50,147
,,,,,,,,,,,,,
CL:F-100-1:5-3,2003,6,18,6,58,2003-06-18,169,25,1900-01-00,1/0/1900,111,58,125
,,,,,,,,,,,,,
CL:F-100-1:5-3,2003,6,27,7,38,2003-06-27,178,26,1900-01-00,1/0/1900,111,67,162
,,,,,,,,,,,,,
CL:F-100-1:5-3,2004,5,19,8,0,2004-05-19,140,21,1900-01-00,1/0/1900,111,29,162
,,,,,,,,,,,,,
CL:F-100-1:5-3,2004,5,29,5,59,2004-05-29,150,22,1900-01-00,1/0/1900,111,39,55
,,,,,,,,,,,,,
CL:F-100-1:5-3,2004,6,9,7,41,2004-06-09,161,24,1900-01-00,1/0/1900,111,50,166
,,,,,,,,,,,,,
CL:F-100-1:5-3,2004,6,18,5,56,2004-06-18,170,25,1900-01-00,1/0/1900,111,59,63
,,,,,,,,,,,,,
CL:F-100-1:5-3,2004,6,29,7,51,2004-06-29,181,27,1900-01-00,1/0/1900,111,70,174
,,,,,,,,,,,,,
CL:F-100-1:5-3,2005,5,16,8,53,2005-05-16,136,21,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2005,6,6,5,25,2005-06-06,157,24,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2005,6,16,8,5,2005-06-16,167,25,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2005,6,26,5,40,2005-06-26,177,27,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2006,5,17,7,4,2006-05-17,137,20,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2006,5,27,8,6,2006-05-27,147,21,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2006,6,6,6,10,2006-06-06,157,23,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2006,6,16,7,56,2006-06-16,167,24,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2006,6,26,5,51,2006-06-26,177,26,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2007,5,16,8,17,2007-05-16,136,20,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2007,5,26,7,6,2007-05-26,146,21,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2007,6,5,7,22,2007-06-05,156,23,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2007,6,15,7,13,2007-06-15,166,24,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2007,6,27,7,35,2007-06-27,178,26,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2008,5,27,7,45,2008-05-27,147,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2008,6,3,7,32,2008-06-03,154,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2008,6,20,8,12,2008-06-20,171,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2009,5,31,8,17,2009-05-31,151,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2009,6,6,7,27,2009-06-06,157,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2009,6,17,7,46,2009-06-17,168,25,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2009,6,25,6,29,2009-06-25,176,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2010,5,31,7,2,2010-05-31,151,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2010,6,6,9,37,2010-06-06,157,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2010,6,12,5,16,2010-06-12,163,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2010,6,17,5,56,2010-06-17,168,25,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2010,6,23,5,24,2010-06-23,174,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2010,6,27,6,30,2010-06-27,178,27,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2011,5,26,7,0,2011-05-26,146,22,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2011,6,1,8,19,2011-06-01,152,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2011,6,10,7,11,2011-06-10,161,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2011,6,22,9,36,2011-06-22,173,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-3,2012,5,25,5,58,2012-05-25,145,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2012,6,3,6,15,2012-06-03,154,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2012,6,10,6,58,2012-06-10,161,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2013,6,4,7,11,2013-06-04,155,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2013,6,16,5,40,2013-06-16,167,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2013,6,21,5,32,2013-06-21,172,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2013,6,27,5,10,2013-06-27,178,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2014,5,30,6,50,2014-05-30,150,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2014,6,20,5,48,2014-06-20,171,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2014,6,26,5,47,2014-06-26,177,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2015,5,31,6,57,2015-05-31,151,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2015,6,11,8,23,2015-06-11,162,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2015,6,25,6,46,2015-06-25,176,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2016,5,29,7,36,2016-05-29,149,NA,7:36:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2016,6,16,8,1,2016-06-16,167,NA,8:01:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2016,6,26,5,55,2016-06-26,177,NA,5:55:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2017,6,6,5,26,2017-06-06,156,21,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2017,6,23,9,19,2017-06-23,173,23,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2017,7,6,8,19,2017-07-06,186,25,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2018,6,7,5,4,2018-06-07,157,21,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2018,6,17,7,5,2018-06-17,167,22,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-3,2018,6,30,4,47,2018-06-30,180,24,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,1993,5,17,6,21,1993-05-17,137,21,1900-01-00,1/0/1900,111,26,59
,,,,,,,,,,,,,
CL:F-100-1:5-4,1993,5,27,8,39,1993-05-27,147,22,1900-01-00,1/0/1900,111,36,212
,,,,,,,,,,,,,
CL:F-100-1:5-4,1993,6,6,5,56,1993-06-06,157,24,1900-01-00,1/0/1900,111,46,59
,,,,,,,,,,,,,
CL:F-100-1:5-4,1993,6,16,8,29,1993-06-16,167,25,1900-01-00,1/0/1900,111,56,216
,,,,,,,,,,,,,
CL:F-100-1:5-4,1993,6,26,5,45,1993-06-26,177,26,1900-01-00,1/0/1900,111,66,50
,,,,,,,,,,,,,
CL:F-100-1:5-4,1994,5,17,6,43,1994-05-17,137,21,1900-01-00,1/0/1900,111,26,81
,,,,,,,,,,,,,
CL:F-100-1:5-4,1994,5,28,8,29,1994-05-28,148,22,1900-01-00,1/0/1900,111,37,203
,,,,,,,,,,,,,
CL:F-100-1:5-4,1994,6,6,5,54,1994-06-06,157,24,1900-01-00,1/0/1900,111,46,57
,,,,,,,,,,,,,
CL:F-100-1:5-4,1994,6,15,7,53,1994-06-15,166,25,1900-01-00,1/0/1900,111,55,180
,,,,,,,,,,,,,
CL:F-100-1:5-4,1994,6,26,8,2,1994-06-26,177,27,1900-01-00,1/0/1900,111,66,187
,,,,,,,,,,,,,
CL:F-100-1:5-4,1995,5,17,6,3,1995-05-17,137,20,1900-01-00,1/0/1900,111,26,40
,,,,,,,,,,,,,
CL:F-100-1:5-4,1995,5,29,9,27,1995-05-29,149,22,1900-01-00,1/0/1900,111,38,262
,,,,,,,,,,,,,
CL:F-100-1:5-4,1995,6,8,6,2,1995-06-08,159,23,1900-01-00,1/0/1900,111,48,66
,,,,,,,,,,,,,
CL:F-100-1:5-4,1995,6,19,8,11,1995-06-19,170,25,1900-01-00,1/0/1900,111,59,198
,,,,,,,,,,,,,
CL:F-100-1:5-4,1995,6,29,6,10,1995-06-29,180,26,1900-01-00,1/0/1900,111,69,73
,,,,,,,,,,,,,
CL:F-100-1:5-4,1996,5,16,6,33,1996-05-16,137,20,1900-01-00,1/0/1900,111,26,70
,,,,,,,,,,,,,
CL:F-100-1:5-4,1996,5,27,8,10,1996-05-27,148,22,1900-01-00,1/0/1900,111,37,183
,,,,,,,,,,,,,
CL:F-100-1:5-4,1996,6,6,5,55,1996-06-06,158,23,1900-01-00,1/0/1900,111,47,58
,,,,,,,,,,,,,
CL:F-100-1:5-4,1996,6,17,7,30,1996-06-17,169,25,1900-01-00,1/0/1900,111,58,157
,,,,,,,,,,,,,
CL:F-100-1:5-4,1996,6,26,6,4,1996-06-26,178,26,1900-01-00,1/0/1900,111,67,69
,,,,,,,,,,,,,
CL:F-100-1:5-4,1997,5,26,8,22,1997-05-26,146,22,1900-01-00,1/0/1900,111,35,194
,,,,,,,,,,,,,
CL:F-100-1:5-4,1997,6,5,6,21,1997-06-05,156,23,1900-01-00,1/0/1900,111,45,83
,,,,,,,,,,,,,
CL:F-100-1:5-4,1997,6,15,8,11,1997-06-15,166,25,1900-01-00,1/0/1900,111,55,198
,,,,,,,,,,,,,
CL:F-100-1:5-4,1997,6,26,8,30,1997-06-26,177,26,1900-01-00,1/0/1900,111,66,215
,,,,,,,,,,,,,
CL:F-100-1:5-4,1998,5,18,6,2,1998-05-18,138,21,1900-01-00,1/0/1900,111,27,41
,,,,,,,,,,,,,
CL:F-100-1:5-4,1998,5,27,8,20,1998-05-27,147,22,1900-01-00,1/0/1900,111,36,193
,,,,,,,,,,,,,
CL:F-100-1:5-4,1998,6,7,8,6,1998-06-07,158,24,1900-01-00,1/0/1900,111,47,189
,,,,,,,,,,,,,
CL:F-100-1:5-4,1998,6,17,7,37,1998-06-17,168,25,1900-01-00,1/0/1900,111,57,164
,,,,,,,,,,,,,
CL:F-100-1:5-4,1998,6,29,6,5,1998-06-29,180,27,1900-01-00,1/0/1900,111,69,68
,,,,,,,,,,,,,
CL:F-100-1:5-4,1999,5,17,7,0,1999-05-17,137,21,1900-01-00,1/0/1900,111,26,97
,,,,,,,,,,,,,
CL:F-100-1:5-4,1999,5,27,8,7,1999-05-27,147,22,1900-01-00,1/0/1900,111,36,179
,,,,,,,,,,,,,
CL:F-100-1:5-4,1999,6,5,5,55,1999-06-05,156,23,1900-01-00,1/0/1900,111,45,57
,,,,,,,,,,,,,
CL:F-100-1:5-4,1999,6,16,7,40,1999-06-16,167,25,1900-01-00,1/0/1900,111,56,167
,,,,,,,,,,,,,
CL:F-100-1:5-4,1999,6,25,5,52,1999-06-25,176,26,1900-01-00,1/0/1900,111,65,57
,,,,,,,,,,,,,
CL:F-100-1:5-4,2000,5,16,8,23,2000-05-16,137,21,1900-01-00,1/0/1900,111,26,180
,,,,,,,,,,,,,
CL:F-100-1:5-4,2000,5,26,6,5,2000-05-26,147,22,1900-01-00,1/0/1900,111,36,57
,,,,,,,,,,,,,
CL:F-100-1:5-4,2000,6,4,8,49,2000-06-04,156,24,1900-01-00,1/0/1900,111,45,231
,,,,,,,,,,,,,
CL:F-100-1:5-4,2000,6,16,5,40,2000-06-16,168,25,1900-01-00,1/0/1900,111,57,47
,,,,,,,,,,,,,
CL:F-100-1:5-4,2000,6,27,8,13,2000-06-27,179,27,1900-01-00,1/0/1900,111,68,197
,,,,,,,,,,,,,
CL:F-100-1:5-4,2001,5,18,7,43,2001-05-18,138,20,1900-01-00,1/0/1900,111,27,143
,,,,,,,,,,,,,
CL:F-100-1:5-4,2001,5,31,5,42,2001-05-31,151,22,1900-01-00,1/0/1900,111,40,40
,,,,,,,,,,,,,
CL:F-100-1:5-4,2001,6,7,8,11,2001-06-07,158,23,1900-01-00,1/0/1900,111,47,195
,,,,,,,,,,,,,
CL:F-100-1:5-4,2001,6,17,5,38,2001-06-17,168,25,1900-01-00,1/0/1900,111,57,45
,,,,,,,,,,,,,
CL:F-100-1:5-4,2001,6,26,7,19,2001-06-26,177,26,1900-01-00,1/0/1900,111,66,144
,,,,,,,,,,,,,
CL:F-100-1:5-4,2002,5,29,8,46,2002-05-29,149,22,1900-01-00,1/0/1900,111,38,221
,,,,,,,,,,,,,
CL:F-100-1:5-4,2002,6,10,5,36,2002-06-10,161,24,1900-01-00,1/0/1900,111,50,41
,,,,,,,,,,,,,
CL:F-100-1:5-4,2002,6,19,8,44,2002-06-19,170,25,1900-01-00,1/0/1900,111,59,231
,,,,,,,,,,,,,
CL:F-100-1:5-4,2002,6,25,5,55,2002-06-25,176,26,1900-01-00,1/0/1900,111,65,60
,,,,,,,,,,,,,
CL:F-100-1:5-4,2003,5,19,8,16,2003-05-19,139,21,1900-01-00,1/0/1900,111,28,177
,,,,,,,,,,,,,
CL:F-100-1:5-4,2003,5,30,7,13,2003-05-30,150,22,1900-01-00,1/0/1900,111,39,129
,,,,,,,,,,,,,
CL:F-100-1:5-4,2003,6,10,7,31,2003-06-10,161,24,1900-01-00,1/0/1900,111,50,156
,,,,,,,,,,,,,
CL:F-100-1:5-4,2003,6,27,7,46,2003-06-27,178,26,1900-01-00,1/0/1900,111,67,170
,,,,,,,,,,,,,
CL:F-100-1:5-4,2004,5,19,8,11,2004-05-19,140,21,1900-01-00,1/0/1900,111,29,173
,,,,,,,,,,,,,
CL:F-100-1:5-4,2004,5,29,5,49,2004-05-29,150,22,1900-01-00,1/0/1900,111,39,45
,,,,,,,,,,,,,
CL:F-100-1:5-4,2004,6,9,7,50,2004-06-09,161,24,1900-01-00,1/0/1900,111,50,175
,,,,,,,,,,,,,
CL:F-100-1:5-4,2004,6,18,5,43,2004-06-18,170,25,1900-01-00,1/0/1900,111,59,50
,,,,,,,,,,,,,
CL:F-100-1:5-4,2004,6,29,8,7,2004-06-29,181,27,1900-01-00,1/0/1900,111,70,190
,,,,,,,,,,,,,
CL:F-100-1:5-4,2005,5,16,9,6,2005-05-16,136,21,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2005,6,6,5,16,2005-06-06,157,24,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2005,6,16,8,15,2005-06-16,167,25,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2005,6,26,5,32,2005-06-26,177,27,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2006,5,17,6,51,2006-05-17,137,20,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2006,5,27,8,16,2006-05-27,147,21,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2006,6,6,6,0,2006-06-06,157,23,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2006,6,16,8,7,2006-06-16,167,24,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2006,6,26,5,41,2006-06-26,177,26,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2007,5,16,8,27,2007-05-16,136,20,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2007,5,26,6,57,2007-05-26,146,21,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2007,6,5,7,31,2007-06-05,156,23,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2007,6,15,7,4,2007-06-15,166,24,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2007,6,27,7,54,2007-06-27,178,26,1900-01-00,1/0/1900,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2008,5,27,7,54,2008-05-27,147,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2008,6,3,7,21,2008-06-03,154,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2008,6,20,8,22,2008-06-20,171,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2009,5,31,8,29,2009-05-31,151,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2009,6,6,5,38,2009-06-06,157,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2009,6,17,7,56,2009-06-17,168,25,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2009,6,25,6,11,2009-06-25,176,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2010,5,31,5,10,2010-05-31,151,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2010,6,6,9,24,2010-06-06,157,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2010,6,12,5,25,2010-06-12,163,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2010,6,17,5,44,2010-06-17,168,25,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2010,6,23,5,10,2010-06-23,174,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2010,6,27,4,52,2010-06-27,178,27,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2011,5,26,5,21,2011-05-26,146,22,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2011,6,1,8,29,2011-06-01,152,23,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2011,6,10,8,50,2011-06-10,161,24,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2011,6,22,9,48,2011-06-22,173,26,1900-01-00,NA,0,0,0
,,,,,,,,,,,,,
CL:F-100-1:5-4,2012,5,25,5,43,2012-05-25,145,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2012,6,3,6,1,2012-06-03,154,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2012,6,10,5,8,2012-06-10,161,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2012,6,17,8,38,2012-06-17,168,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2013,6,4,5,3,2013-06-04,155,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2013,6,16,5,27,2013-06-16,167,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2013,6,21,5,43,2013-06-21,172,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2013,6,27,4,59,2013-06-27,178,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2014,5,30,5,6,2014-05-30,150,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2014,6,20,5,36,2014-06-20,171,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2014,6,26,5,35,2014-06-26,177,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2015,5,31,6,44,2015-05-31,151,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2015,6,11,8,36,2015-06-11,162,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2015,6,25,5,59,2015-06-25,176,NA,1900-01-00,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2016,5,29,5,14,2016-05-29,149,NA,5:14:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2016,6,16,8,14,2016-06-16,167,NA,8:14:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2016,6,26,4,51,2016-06-26,177,NA,4:51:00 AM,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2017,6,6,5,11,2017-06-06,156,21,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2017,6,23,9,32,2017-06-23,173,23,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2017,7,6,8,33,2017-07-06,186,25,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2018,6,5,5,11,2018-06-05,155,21,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2018,6,17,4,55,2018-06-17,167,22,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
CL:F-100-1:5-4,2018,6,29,7,54,2018-06-29,179,24,NA,NA,NA,NA,NA
,,,,,,,,,,,,,
