SS,YYYY,MM,DD,HR,MIN,mm/dd/yyy,JULIAN,WEEK,StartTime,Sunrise_Time,JDY_GSS,NUM_DAYS_GSS,MIN_SUN
CL:C-100-2:4-3,2002,5,29,6,20,2002-05-29,149,22,1900-01-00,1/0/1900,110,39,75
CL:C-100-2:4-3,2002,6,10,8,50,2002-06-10,161,24,1900-01-00,1/0/1900,110,51,235
CL:C-100-2:4-3,2002,6,18,6,54,2002-06-18,169,25,1900-01-00,1/0/1900,110,59,121
CL:C-100-2:4-3,2002,6,25,8,4,2002-06-25,176,26,1900-01-00,1/0/1900,110,66,190
CL:C-100-2:4-3,2003,5,19,7,46,2003-05-19,139,21,1900-01-00,1/0/1900,110,29,147
CL:C-100-2:4-3,2003,5,30,6,18,2003-05-30,150,22,1900-01-00,1/0/1900,110,40,74
CL:C-100-2:4-3,2003,6,10,7,29,2003-06-10,161,24,1900-01-00,1/0/1900,110,51,154
CL:C-100-2:4-3,2003,6,18,5,57,2003-06-18,169,25,1900-01-00,1/0/1900,110,59,64
CL:C-100-2:4-3,2003,6,27,7,47,2003-06-27,178,26,1900-01-00,1/0/1900,110,68,172
CL:C-100-2:4-3,2004,5,19,7,37,2004-05-19,140,21,1900-01-00,1/0/1900,110,30,139
CL:C-100-2:4-3,2004,5,29,6,32,2004-05-29,150,22,1900-01-00,1/0/1900,110,40,88
CL:C-100-2:4-3,2004,6,9,7,50,2004-06-09,161,24,1900-01-00,1/0/1900,110,51,175
CL:C-100-2:4-3,2004,6,18,6,5,2004-06-18,170,25,1900-01-00,1/0/1900,110,60,72
CL:C-100-2:4-3,2004,6,29,7,14,2004-06-29,181,27,1900-01-00,1/0/1900,110,71,137
CL:C-100-2:4-3,2005,5,16,8,1,2005-05-16,136,21,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2005,5,26,6,17,2005-05-26,146,22,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2005,6,6,7,24,2005-06-06,157,24,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2005,6,16,6,0,2005-06-16,167,25,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2005,6,26,7,17,2005-06-26,177,27,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2006,5,17,8,27,2006-05-17,137,20,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2006,5,27,6,34,2006-05-27,147,21,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2006,6,6,9,0,2006-06-06,157,23,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2006,6,16,6,6,2006-06-16,167,24,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2006,6,26,7,40,2006-06-26,177,26,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2007,5,17,8,32,2007-05-17,137,20,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2007,5,27,6,23,2007-05-27,147,22,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2007,6,6,7,49,2007-06-06,157,23,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2007,6,16,6,9,2007-06-16,167,24,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2007,6,28,8,25,2007-06-28,179,26,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-3,2008,5,30,8,26,2008-05-30,150,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2008,6,6,6,25,2008-06-06,157,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2008,6,19,7,55,2008-06-19,170,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2009,5,31,8,10,2009-05-31,151,23,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2009,6,6,6,33,2009-06-06,157,23,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2009,6,17,7,30,2009-06-17,168,25,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2009,6,25,6,21,2009-06-25,176,26,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2010,5,31,8,41,2010-05-31,151,23,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2010,6,6,6,7,2010-06-06,157,24,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2010,6,12,7,57,2010-06-12,163,24,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2010,6,17,6,16,2010-06-17,168,25,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2010,6,28,8,17,2010-06-28,179,27,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2011,5,26,9,10,2011-05-26,146,22,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2011,6,3,6,51,2011-06-03,154,23,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2011,6,10,7,55,2011-06-10,161,24,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2011,6,17,6,23,2011-06-17,168,25,1900-01-00,NA,0,0,0
CL:C-100-2:4-3,2012,5,26,8,15,2012-05-26,146,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2012,6,4,6,47,2012-06-04,155,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2012,6,10,7,47,2012-06-10,161,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2012,6,19,5,57,2012-06-19,170,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2013,6,5,8,5,2013-06-05,156,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2013,6,25,6,15,2013-06-25,176,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2014,5,28,8,7,2014-05-28,148,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2014,6,14,7,43,2014-06-14,165,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2014,6,29,6,11,2014-06-29,180,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2015,5,29,6,44,2015-05-29,149,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2015,6,16,7,41,2015-06-16,167,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-3,2016,5,31,9,0,2016-05-31,151,NA,9:00:00 AM,NA,NA,NA,NA
CL:C-100-2:4-3,2016,6,22,6,32,2016-06-22,173,NA,6:32:00 AM,NA,NA,NA,NA
CL:C-100-2:4-3,2016,6,27,8,59,2016-06-27,178,NA,8:59:00 AM,NA,NA,NA,NA
CL:C-100-2:4-3,2017,6,1,7,47,2017-06-01,151,20,NA,NA,NA,NA,NA
CL:C-100-2:4-3,2017,6,16,8,9,2017-06-16,166,22,NA,NA,NA,NA,NA
CL:C-100-2:4-3,2017,7,5,9,36,2017-07-05,185,25,NA,NA,NA,NA,NA
CL:C-100-2:4-3,2018,5,30,8,29,2018-05-30,150,20,NA,NA,NA,NA,NA
CL:C-100-2:4-3,2018,6,15,5,26,2018-06-15,165,22,NA,NA,NA,NA,NA
CL:C-100-2:4-3,2018,6,26,6,18,2018-06-26,176,24,NA,NA,NA,NA,NA
CL:C-100-2:4-4,1993,5,18,8,53,1993-05-18,138,21,1900-01-00,1/0/1900,110,28,213
CL:C-100-2:4-4,1993,5,27,6,45,1993-05-27,147,22,1900-01-00,1/0/1900,110,37,98
CL:C-100-2:4-4,1993,6,6,7,24,1993-06-06,157,24,1900-01-00,1/0/1900,110,47,147
CL:C-100-2:4-4,1993,6,17,7,20,1993-06-17,168,25,1900-01-00,1/0/1900,110,58,147
CL:C-100-2:4-4,1993,6,26,8,4,1993-06-26,177,26,1900-01-00,1/0/1900,110,67,189
CL:C-100-2:4-4,1994,5,17,8,16,1994-05-17,137,21,1900-01-00,1/0/1900,110,27,174
CL:C-100-2:4-4,1994,5,28,6,41,1994-05-28,148,22,1900-01-00,1/0/1900,110,38,95
CL:C-100-2:4-4,1994,6,6,7,30,1994-06-06,157,24,1900-01-00,1/0/1900,110,47,153
CL:C-100-2:4-4,1994,6,15,7,13,1994-06-15,166,25,1900-01-00,1/0/1900,110,56,140
CL:C-100-2:4-4,1994,6,25,7,37,1994-06-25,176,26,1900-01-00,1/0/1900,110,66,163
CL:C-100-2:4-4,1995,5,17,8,19,1995-05-17,137,20,1900-01-00,1/0/1900,110,27,177
CL:C-100-2:4-4,1995,5,29,6,2,1995-05-29,149,22,1900-01-00,1/0/1900,110,39,57
CL:C-100-2:4-4,1995,6,8,7,51,1995-06-08,159,23,1900-01-00,1/0/1900,110,49,175
CL:C-100-2:4-4,1995,6,19,6,4,1995-06-19,170,25,1900-01-00,1/0/1900,110,60,71
CL:C-100-2:4-4,1995,6,29,7,33,1995-06-29,180,26,1900-01-00,1/0/1900,110,70,156
CL:C-100-2:4-4,1996,5,28,6,0,1996-05-28,149,22,1900-01-00,1/0/1900,110,39,55
CL:C-100-2:4-4,1996,6,7,6,57,1996-06-07,159,23,1900-01-00,1/0/1900,110,49,121
CL:C-100-2:4-4,1996,6,18,5,42,1996-06-18,170,25,1900-01-00,1/0/1900,110,60,49
CL:C-100-2:4-4,1996,6,27,7,48,1996-06-27,179,26,1900-01-00,1/0/1900,110,69,172
CL:C-100-2:4-4,1997,5,18,8,27,1997-05-18,138,21,1900-01-00,1/0/1900,110,28,187
CL:C-100-2:4-4,1997,5,27,6,32,1997-05-27,147,22,1900-01-00,1/0/1900,110,37,85
CL:C-100-2:4-4,1997,6,6,7,21,1997-06-06,157,23,1900-01-00,1/0/1900,110,47,144
CL:C-100-2:4-4,1997,6,16,6,14,1997-06-16,167,25,1900-01-00,1/0/1900,110,57,81
CL:C-100-2:4-4,1997,7,1,6,10,1997-07-01,182,27,1900-01-00,1/0/1900,110,72,72
CL:C-100-2:4-4,1998,5,19,6,5,1998-05-19,139,21,1900-01-00,1/0/1900,110,29,46
CL:C-100-2:4-4,1998,5,28,7,40,1998-05-28,148,22,1900-01-00,1/0/1900,110,38,154
CL:C-100-2:4-4,1998,6,8,7,6,1998-06-08,159,24,1900-01-00,1/0/1900,110,49,130
CL:C-100-2:4-4,1998,6,18,5,50,1998-06-18,169,25,1900-01-00,1/0/1900,110,59,57
CL:C-100-2:4-4,1998,6,30,7,9,1998-06-30,181,27,1900-01-00,1/0/1900,110,71,132
CL:C-100-2:4-4,1999,5,19,8,29,1999-05-19,139,21,1900-01-00,1/0/1900,110,29,190
CL:C-100-2:4-4,1999,5,28,5,49,1999-05-28,148,22,1900-01-00,1/0/1900,110,38,43
CL:C-100-2:4-4,1999,6,6,7,8,1999-06-06,157,24,1900-01-00,1/0/1900,110,47,131
CL:C-100-2:4-4,1999,6,17,5,50,1999-06-17,168,25,1900-01-00,1/0/1900,110,58,57
CL:C-100-2:4-4,1999,6,28,7,8,1999-06-28,179,27,1900-01-00,1/0/1900,110,69,132
CL:C-100-2:4-4,2000,5,18,6,13,2000-05-18,139,21,1900-01-00,1/0/1900,110,29,54
CL:C-100-2:4-4,2000,5,29,7,45,2000-05-29,150,23,1900-01-00,1/0/1900,110,40,161
CL:C-100-2:4-4,2000,6,6,6,12,2000-06-06,158,24,1900-01-00,1/0/1900,110,48,75
CL:C-100-2:4-4,2000,6,18,7,18,2000-06-18,170,26,1900-01-00,1/0/1900,110,60,145
CL:C-100-2:4-4,2000,6,30,7,14,2000-06-30,182,27,1900-01-00,1/0/1900,110,72,136
CL:C-100-2:4-4,2001,5,17,7,9,2001-05-17,137,20,1900-01-00,1/0/1900,110,27,108
CL:C-100-2:4-4,2001,5,27,5,56,2001-05-27,147,22,1900-01-00,1/0/1900,110,37,49
CL:C-100-2:4-4,2001,6,6,7,37,2001-06-06,157,23,1900-01-00,1/0/1900,110,47,160
CL:C-100-2:4-4,2001,6,17,5,40,2001-06-17,168,25,1900-01-00,1/0/1900,110,58,47
CL:C-100-2:4-4,2001,6,27,7,6,2001-06-27,178,26,1900-01-00,1/0/1900,110,68,130
CL:C-100-2:4-4,2002,5,29,6,30,2002-05-29,149,22,1900-01-00,1/0/1900,110,39,85
CL:C-100-2:4-4,2002,6,10,8,40,2002-06-10,161,24,1900-01-00,1/0/1900,110,51,225
CL:C-100-2:4-4,2002,6,18,7,2,2002-06-18,169,25,1900-01-00,1/0/1900,110,59,129
CL:C-100-2:4-4,2002,6,25,7,51,2002-06-25,176,26,1900-01-00,1/0/1900,110,66,177
CL:C-100-2:4-4,2003,5,19,7,35,2003-05-19,139,21,1900-01-00,1/0/1900,110,29,136
CL:C-100-2:4-4,2003,5,30,6,8,2003-05-30,150,22,1900-01-00,1/0/1900,110,40,64
CL:C-100-2:4-4,2003,6,10,7,17,2003-06-10,161,24,1900-01-00,1/0/1900,110,51,142
CL:C-100-2:4-4,2003,6,18,5,47,2003-06-18,169,25,1900-01-00,1/0/1900,110,59,54
CL:C-100-2:4-4,2003,6,27,7,36,2003-06-27,178,26,1900-01-00,1/0/1900,110,68,161
CL:C-100-2:4-4,2004,5,19,7,28,2004-05-19,140,21,1900-01-00,1/0/1900,110,30,130
CL:C-100-2:4-4,2004,5,29,6,41,2004-05-29,150,22,1900-01-00,1/0/1900,110,40,97
CL:C-100-2:4-4,2004,6,9,7,39,2004-06-09,161,24,1900-01-00,1/0/1900,110,51,164
CL:C-100-2:4-4,2004,6,18,5,54,2004-06-18,170,25,1900-01-00,1/0/1900,110,60,61
CL:C-100-2:4-4,2004,6,29,7,6,2004-06-29,181,27,1900-01-00,1/0/1900,110,71,129
CL:C-100-2:4-4,2005,5,26,6,26,2005-05-26,146,22,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2005,6,6,7,15,2005-06-06,157,24,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2005,6,16,6,9,2005-06-16,167,25,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2005,6,26,7,8,2005-06-26,177,27,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2006,5,17,8,17,2006-05-17,137,20,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2006,5,27,6,43,2006-05-27,147,21,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2006,6,6,8,50,2006-06-06,157,23,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2006,6,16,6,17,2006-06-16,167,24,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2006,6,26,7,30,2006-06-26,177,26,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2007,5,17,8,20,2007-05-17,137,20,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2007,5,27,6,36,2007-05-27,147,22,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2007,6,6,7,39,2007-06-06,157,23,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2007,6,16,6,20,2007-06-16,167,24,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2007,6,28,8,15,2007-06-28,179,26,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:4-4,2008,5,30,8,15,2008-05-30,150,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2008,6,6,6,38,2008-06-06,157,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2008,6,19,7,45,2008-06-19,170,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2009,5,31,7,59,2009-05-31,151,23,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2009,6,6,6,43,2009-06-06,157,23,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2009,6,17,7,18,2009-06-17,168,25,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2009,6,25,6,33,2009-06-25,176,26,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2010,5,31,8,25,2010-05-31,151,23,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2010,6,6,6,17,2010-06-06,157,24,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2010,6,12,8,9,2010-06-12,163,24,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2010,6,17,6,3,2010-06-17,168,25,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2010,6,28,8,7,2010-06-28,179,27,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2011,5,26,9,0,2011-05-26,146,22,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2011,6,3,7,2,2011-06-03,154,23,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2011,6,10,8,5,2011-06-10,161,24,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2011,6,17,6,11,2011-06-17,168,25,1900-01-00,NA,0,0,0
CL:C-100-2:4-4,2012,5,26,8,1,2012-05-26,146,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2012,6,4,6,59,2012-06-04,155,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2012,6,10,7,34,2012-06-10,161,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2012,6,19,5,46,2012-06-19,170,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2013,6,5,7,53,2013-06-05,156,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2013,6,25,6,27,2013-06-25,176,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2014,5,28,7,53,2014-05-28,148,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2014,6,14,7,33,2014-06-14,165,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2014,6,29,6,23,2014-06-29,180,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2015,5,29,6,55,2015-05-29,149,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2015,6,16,7,30,2015-06-16,167,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:4-4,2016,5,31,9,44,2016-05-31,151,NA,9:44:00 AM,NA,NA,NA,NA
CL:C-100-2:4-4,2016,6,22,6,46,2016-06-22,173,NA,6:46:00 AM,NA,NA,NA,NA
CL:C-100-2:4-4,2016,6,27,9,15,2016-06-27,178,NA,9:15:00 AM,NA,NA,NA,NA
CL:C-100-2:4-4,2017,6,1,7,6,2017-06-01,151,20,NA,NA,NA,NA,NA
CL:C-100-2:4-4,2017,6,16,7,54,2017-06-16,166,22,NA,NA,NA,NA,NA
CL:C-100-2:4-4,2017,7,5,9,51,2017-07-05,185,25,NA,NA,NA,NA,NA
CL:C-100-2:4-4,2018,5,30,8,14,2018-05-30,150,20,NA,NA,NA,NA,NA
CL:C-100-2:4-4,2018,6,15,5,39,2018-06-15,165,22,NA,NA,NA,NA,NA
CL:C-100-2:4-4,2018,6,26,6,5,2018-06-26,176,24,NA,NA,NA,NA,NA
CL:C-100-2:5-1,1993,5,18,9,40,1993-05-18,138,21,1900-01-00,1/0/1900,110,28,260
CL:C-100-2:5-1,1993,5,27,5,52,1993-05-27,147,22,1900-01-00,1/0/1900,110,37,45
CL:C-100-2:5-1,1993,6,6,8,11,1993-06-06,157,24,1900-01-00,1/0/1900,110,47,194
CL:C-100-2:5-1,1993,6,17,8,43,1993-06-17,168,25,1900-01-00,1/0/1900,110,58,230
CL:C-100-2:5-1,1993,6,26,9,3,1993-06-26,177,26,1900-01-00,1/0/1900,110,67,248
CL:C-100-2:5-1,1994,5,17,9,3,1994-05-17,137,21,1900-01-00,1/0/1900,110,27,221
CL:C-100-2:5-1,1994,5,28,5,50,1994-05-28,148,22,1900-01-00,1/0/1900,110,38,44
CL:C-100-2:5-1,1994,6,6,8,13,1994-06-06,157,24,1900-01-00,1/0/1900,110,47,196
CL:C-100-2:5-1,1994,6,15,6,20,1994-06-15,166,25,1900-01-00,1/0/1900,110,56,87
CL:C-100-2:5-1,1994,6,25,8,26,1994-06-25,176,26,1900-01-00,1/0/1900,110,66,212
CL:C-100-2:5-1,1995,5,17,9,5,1995-05-17,137,20,1900-01-00,1/0/1900,110,27,223
CL:C-100-2:5-1,1995,5,29,5,6,1995-05-29,149,22,1900-01-00,1/0/1900,110,39,1
CL:C-100-2:5-1,1995,6,8,8,50,1995-06-08,159,23,1900-01-00,1/0/1900,110,49,234
CL:C-100-2:5-1,1995,6,19,5,6,1995-06-19,170,25,1900-01-00,1/0/1900,110,60,13
CL:C-100-2:5-1,1995,6,29,8,23,1995-06-29,180,26,1900-01-00,1/0/1900,110,70,206
CL:C-100-2:5-1,1996,5,17,8,41,1996-05-17,138,20,1900-01-00,1/0/1900,110,28,200
CL:C-100-2:5-1,1996,5,28,5,5,1996-05-28,149,22,1900-01-00,1/0/1900,110,39,0
CL:C-100-2:5-1,1996,6,7,7,42,1996-06-07,159,23,1900-01-00,1/0/1900,110,49,166
CL:C-100-2:5-1,1996,6,18,4,52,1996-06-18,170,25,1900-01-00,1/0/1900,110,60,0
CL:C-100-2:5-1,1996,6,27,8,40,1996-06-27,179,26,1900-01-00,1/0/1900,110,69,224
CL:C-100-2:5-1,1997,5,18,9,18,1997-05-18,138,21,1900-01-00,1/0/1900,110,28,238
CL:C-100-2:5-1,1997,5,27,5,24,1997-05-27,147,22,1900-01-00,1/0/1900,110,37,17
CL:C-100-2:5-1,1997,6,6,8,9,1997-06-06,157,23,1900-01-00,1/0/1900,110,47,192
CL:C-100-2:5-1,1997,6,16,5,12,1997-06-16,167,25,1900-01-00,1/0/1900,110,57,19
CL:C-100-2:5-1,1997,7,1,5,17,1997-07-01,182,27,1900-01-00,1/0/1900,110,72,19
CL:C-100-2:5-1,1998,5,19,5,12,1998-05-19,139,21,1900-01-00,1/0/1900,110,29,-6
CL:C-100-2:5-1,1998,5,28,8,36,1998-05-28,148,22,1900-01-00,1/0/1900,110,38,210
CL:C-100-2:5-1,1998,6,8,7,49,1998-06-08,159,24,1900-01-00,1/0/1900,110,49,173
CL:C-100-2:5-1,1998,6,18,5,5,1998-06-18,169,25,1900-01-00,1/0/1900,110,59,12
CL:C-100-2:5-1,1998,6,30,7,50,1998-06-30,181,27,1900-01-00,1/0/1900,110,71,173
CL:C-100-2:5-1,1999,5,19,9,8,1999-05-19,139,21,1900-01-00,1/0/1900,110,29,229
CL:C-100-2:5-1,1999,5,28,5,3,1999-05-28,148,22,1900-01-00,1/0/1900,110,38,-2
CL:C-100-2:5-1,1999,6,6,7,57,1999-06-06,157,24,1900-01-00,1/0/1900,110,47,180
CL:C-100-2:5-1,1999,6,17,5,5,1999-06-17,168,25,1900-01-00,1/0/1900,110,58,12
CL:C-100-2:5-1,1999,6,28,7,54,1999-06-28,179,27,1900-01-00,1/0/1900,110,69,178
CL:C-100-2:5-1,2000,5,18,5,31,2000-05-18,139,21,1900-01-00,1/0/1900,110,29,12
CL:C-100-2:5-1,2000,5,29,8,29,2000-05-29,150,23,1900-01-00,1/0/1900,110,40,205
CL:C-100-2:5-1,2000,6,6,5,28,2000-06-06,158,24,1900-01-00,1/0/1900,110,48,31
CL:C-100-2:5-1,2000,6,18,8,9,2000-06-18,170,26,1900-01-00,1/0/1900,110,60,196
CL:C-100-2:5-1,2000,6,30,6,26,2000-06-30,182,27,1900-01-00,1/0/1900,110,72,88
CL:C-100-2:5-1,2001,5,17,7,54,2001-05-17,137,20,1900-01-00,1/0/1900,110,27,153
CL:C-100-2:5-1,2001,5,27,5,7,2001-05-27,147,22,1900-01-00,1/0/1900,110,37,0
CL:C-100-2:5-1,2001,6,6,8,30,2001-06-06,157,23,1900-01-00,1/0/1900,110,47,213
CL:C-100-2:5-1,2001,6,17,4,58,2001-06-17,168,25,1900-01-00,1/0/1900,110,58,5
CL:C-100-2:5-1,2001,6,27,7,54,2001-06-27,178,26,1900-01-00,1/0/1900,110,68,178
CL:C-100-2:5-1,2002,5,19,9,28,2002-05-19,139,21,1900-01-00,1/0/1900,110,29,249
CL:C-100-2:5-1,2002,5,29,5,40,2002-05-29,149,22,1900-01-00,1/0/1900,110,39,35
CL:C-100-2:5-1,2002,6,10,9,31,2002-06-10,161,24,1900-01-00,1/0/1900,110,51,276
CL:C-100-2:5-1,2002,6,18,6,10,2002-06-18,169,25,1900-01-00,1/0/1900,110,59,77
CL:C-100-2:5-1,2002,6,25,8,48,2002-06-25,176,26,1900-01-00,1/0/1900,110,66,234
CL:C-100-2:5-1,2003,5,19,8,28,2003-05-19,139,21,1900-01-00,1/0/1900,110,29,189
CL:C-100-2:5-1,2003,5,30,5,3,2003-05-30,150,22,1900-01-00,1/0/1900,110,40,0
CL:C-100-2:5-1,2003,6,10,8,10,2003-06-10,161,24,1900-01-00,1/0/1900,110,51,195
CL:C-100-2:5-1,2003,6,18,5,5,2003-06-18,169,25,1900-01-00,1/0/1900,110,59,12
CL:C-100-2:5-1,2003,6,27,8,24,2003-06-27,178,26,1900-01-00,1/0/1900,110,68,209
CL:C-100-2:5-1,2004,5,19,8,15,2004-05-19,140,21,1900-01-00,1/0/1900,110,30,177
CL:C-100-2:5-1,2004,5,29,6,4,2004-05-29,150,22,1900-01-00,1/0/1900,110,40,60
CL:C-100-2:5-1,2004,6,9,8,40,2004-06-09,161,24,1900-01-00,1/0/1900,110,51,225
CL:C-100-2:5-1,2004,6,18,5,0,2004-06-18,170,25,1900-01-00,1/0/1900,110,60,7
CL:C-100-2:5-1,2004,6,29,7,47,2004-06-29,181,27,1900-01-00,1/0/1900,110,71,170
CL:C-100-2:5-1,2005,5,16,8,46,2005-05-16,136,21,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2005,5,26,5,46,2005-05-26,146,22,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2005,6,6,7,57,2005-06-06,157,24,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2005,6,16,5,23,2005-06-16,167,25,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2005,6,26,7,50,2005-06-26,177,27,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2006,5,17,9,2,2006-05-17,137,20,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2006,5,27,5,52,2006-05-27,147,21,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2006,6,6,9,30,2006-06-06,157,23,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2006,6,16,5,23,2006-06-16,167,24,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2006,6,26,8,29,2006-06-26,177,26,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2007,5,17,9,14,2007-05-17,137,20,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2007,5,27,5,40,2007-05-27,147,22,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2007,6,6,8,28,2007-06-06,157,23,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2007,6,16,5,27,2007-06-16,167,24,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2007,6,28,9,8,2007-06-28,179,26,1900-01-00,1/0/1900,0,0,0
CL:C-100-2:5-1,2008,5,30,9,8,2008-05-30,150,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:5-1,2008,6,6,5,41,2008-06-06,157,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:5-1,2008,6,19,8,36,2008-06-19,170,NA,1900-01-00,NA,NA,NA,NA
CL:C-100-2:5-1,2009,5,31,8,47,2009-05-31,151,23,1900-01-00,NA,0,0,0
CL:C-100-2:5-1,2009,6,6,5,53,2009-06-06,157,23,1900-01-00,NA,0,0,0
CL:C-100-2:5-1,2009,6,17,8,7,2009-06-17,168,25,1900-01-00,NA,0,0,0
CL:C-100-2:5-1,2009,6,25,5,37,2009-06-25,176,26,1900-01-00,NA,0,0,0
CL:C-100-2:5-1,2010,5,31,9,24,2010-05-31,151,23,1900-01-00,NA,0,0,0
