X,SS,YEAR,AREA150.conventional.seismic,PROP150.conventional.seismic,MEANAGE.150.conventional.seismic,AREA565.conventional.seismic,PROP565.conventional.seismic,MEANAGE.565.conventional.seismic,NEAR.DIST.conventional.seismic,AREA150.low.impact.seismic,PROP150.low.impact.seismic,MEANAGE.150.low.impact.seismic,AREA565.low.impact.seismic,PROP565.low.impact.seismic,MEANAGE.565.low.impact.seismic,NEAR.DIST.low.impact.seismic,AREA150.pipeline,PROP150.pipeline,MEANAGE.150.pipeline,AREA565.pipeline,PROP565.pipeline,MEANAGE.565.pipeline,NEAR.DIST.pipeline,AREA150.transmission.line,PROP150.transmission.line,MEANAGE.150.transmission.line,AREA565.transmission.line,PROP565.transmission.line,MEANAGE.565.transmission.line,NEAR.DIST.transmission.line,AREA150.paved.road,PROP150.paved.road,MEANAGE.150.paved.road,AREA565.paved.road,PROP565.paved.road,MEANAGE.565.paved.road,NEAR.DIST.paved.road,AREA150.gravel.road,PROP150.gravel.road,MEANAGE.150.gravel.road,AREA565.gravel.road,PROP565.gravel.road,MEANAGE.565.gravel.road,NEAR.DIST.gravel.road,AREA150.unimproved.road,PROP150.unimproved.road,MEANAGE.150.unimproved.road,AREA565.unimproved.road,PROP565.unimproved.road,MEANAGE.565.unimproved.road,NEAR.DIST.unimproved.road,AREA150.truck.trail,PROP150.truck.trail,MEANAGE.150.truck.trail,AREA565.truck.trail,PROP565.truck.trail,MEANAGE.565.truck.trail,NEAR.DIST.truck.trail,AREA150.active.well,PROP150.active.well,MEANAGE.150.active.well,AREA565.active.well,PROP565.active.well,MEANAGE.565.active.well,NEAR.DIST.active.well,AREA150.abandoned.well,PROP150.abandoned.well,MEANAGE.150.abandoned.well,AREA565.abandoned.well,PROP565.abandoned.well,MEANAGE.565.abandoned.well,NEAR.DIST.abandoned.well,AREA150.industrial,PROP150.industrial,MEANAGE.150.industrial,AREA565.industrial,PROP565.industrial,MEANAGE.565.industrial,NEAR.DIST.industrial,AREA150.mine,PROP150.mine,MEANAGE.150.mine,AREA565.mine,PROP565.mine,MEANAGE.565.mine,NEAR.DIST.mine,AREA150.residential,PROP150.residential,MEANAGE.150.residential,AREA565.residential,PROP565.residential,MEANAGE.565.residential,NEAR.DIST.residential,AREA150.cultivation,PROP150.cultivation,MEANAGE.150.cultivation,AREA565.cultivation,PROP565.cultivation,MEANAGE.565.cultivation,NEAR.DIST.cultivation,AREA150.harvest,PROP150.harvest,MEANAGE.150.harvest,AREA565.harvest,PROP565.harvest,MEANAGE.565.harvest,NEAR.DIST.harvest
1270,CL:C-001-1:1,2000,1775.171149,0.025126272,2,9449.401984,0.009427093,10.56590353,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,5,413.9201627
1275,CL:C-001-1:1,2001,1775.171149,0.025126272,3,9449.401984,0.009427093,11.56590353,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,6,413.9201627
1280,CL:C-001-1:1,2002,1775.171149,0.025126272,4,11262.82126,0.011236231,11.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,7,413.9201627
1285,CL:C-001-1:1,2003,1775.171149,0.025126272,5,11262.82126,0.011236231,12.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,8,413.9201627
1295,CL:C-001-1:1,2005,1775.171149,0.025126272,7,11262.82126,0.011236231,14.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,10,413.9201627
1299,CL:C-001-1:1,2006,1775.171149,0.025126272,8,11262.82126,0.011236231,15.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,11,413.9201627
1304,CL:C-001-1:1,2007,1775.171149,0.025126272,9,11262.82126,0.011236231,16.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,12,413.9201627
1309,CL:C-001-1:1,2008,1775.171149,0.025126272,10,11262.82126,0.011236231,17.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,13,413.9201627
1312,CL:C-001-1:1,2009,1775.171149,0.025126272,11,11262.82126,0.011236231,18.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,14,413.9201627
1316,CL:C-001-1:1,2010,1775.171149,0.025126272,12,11262.82126,0.011236231,19.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,15,413.9201627
1321,CL:C-001-1:1,2011,1775.171149,0.025126272,13,11262.82126,0.011236231,20.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,16,413.9201627
1325,CL:C-001-1:1,2012,1775.171149,0.025126272,14,11262.82126,0.011236231,21.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,17,413.9201627
1329,CL:C-001-1:1,2014,1775.171149,0.025126272,16,11262.82126,0.011236231,23.57602256,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,19,413.9201627
1332,CL:C-001-1:1,1993,0,0,102.5066681,4190.290195,0.004180397,10,318.8905493,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,0,0,102.5066681,1000
1337,CL:C-001-1:1,1994,0,0,102.5066681,4190.290195,0.004180397,11,318.8905493,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,0,0,102.5066681,1000
1342,CL:C-001-1:1,1995,0,0,102.5066681,4190.290195,0.004180397,12,318.8905493,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,0,0,102.5066681,1000
1347,CL:C-001-1:1,1996,0,0,102.5066681,4190.290195,0.004180397,13,318.8905493,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,1,413.9201627
1352,CL:C-001-1:1,1997,0,0,102.5066681,4190.290195,0.004180397,14,318.8905493,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,2,413.9201627
1357,CL:C-001-1:1,1998,0,0,102.5066681,4190.290195,0.004180397,15,318.8905493,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,3,413.9201627
1362,CL:C-001-1:1,1999,1775.171149,0.025126272,1,9449.401984,0.009427093,9.565903527,21.5039336,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,41420.68618,0.041322896,4,413.9201627
1367,CL:C-001-2:1,2000,0,0,102.5066681,6518.474807,0.006503085,16.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,27319.32636,0.027254828,11.57678294,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,8.965615415,374.9636913,0,0,NA,5046.15272,0.005034239,10,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,28,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,15282.94092,0.015246859,6,455.3649367
1372,CL:C-001-2:1,2001,0,0,102.5066681,6518.474807,0.006503085,17.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,27319.32636,0.027254828,12.57678294,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,9.965615415,374.9636913,0,0,NA,5046.15272,0.005034239,11,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,29,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,15282.94092,0.015246859,7,455.3649367
1377,CL:C-001-2:1,2002,0,0,102.5066681,6518.474807,0.006503085,18.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,27319.32636,0.027254828,13.57678294,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,10.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,12,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,30,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,15282.94092,0.015246859,8,455.3649367
1382,CL:C-001-2:1,2003,0,0,102.5066681,6518.474807,0.006503085,19.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,27319.32636,0.027254828,14.57678294,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,11.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,13,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,31,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,15282.94092,0.015246859,9,455.3649367
1392,CL:C-001-2:1,2005,0,0,102.5066681,6518.474807,0.006503085,21.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,32033.89752,0.031958268,13.21106232,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,13.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,15,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,33,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,149063.911,0.148711984,2.344515257,262.486144
1397,CL:C-001-2:1,2006,0,0,102.5066681,6518.474807,0.006503085,22.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,32033.89752,0.031958268,14.21106232,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,14.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,16,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,34,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,149063.911,0.148711984,3.344515257,262.486144
1402,CL:C-001-2:1,2007,0,0,102.5066681,6518.474807,0.006503085,23.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,32033.89752,0.031958268,15.21106232,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,15.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,17,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,35,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,149063.911,0.148711984,4.344515257,262.486144
1407,CL:C-001-2:1,2008,0,0,102.5066681,6518.474807,0.006503085,24.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,32033.89752,0.031958268,16.21106232,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,16.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,18,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,36,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,371266.9149,0.370390386,2.946000594,221.6724418
1410,CL:C-001-2:1,2009,0,0,102.5066681,6518.474807,0.006503085,25.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,32033.89752,0.031958268,17.21106232,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,17.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,19,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,37,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,371266.9149,0.370390386,3.946000594,221.6724418
1414,CL:C-001-2:1,2010,0,0,102.5066681,6518.474807,0.006503085,26.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,32033.89752,0.031958268,18.21106232,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,18.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,20,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,38,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,371266.9149,0.370390386,4.946000594,221.6724418
1419,CL:C-001-2:1,2011,0,0,102.5066681,6518.474807,0.006503085,27.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,32033.89752,0.031958268,19.21106232,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,19.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,21,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,39,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,371266.9149,0.370390386,5.946000594,221.6724418
1423,CL:C-001-2:1,2012,0,0,102.5066681,6518.474807,0.006503085,28.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,32033.89752,0.031958268,20.21106232,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,20.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,22,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,40,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,371266.9149,0.370390386,6.946000594,221.6724418
1427,CL:C-001-2:1,2014,0,0,102.5066681,6518.474807,0.006503085,30.99131956,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,32033.89752,0.031958268,22.21106232,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,22.96561541,374.9636913,0,0,NA,5046.15272,0.005034239,24,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,42,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,371266.9149,0.370390386,8.946000594,221.6724418
1430,CL:C-001-2:1,1993,0,0,102.5066681,6516.467253,0.006501082,10,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,27319.32636,0.027254828,4.57678294,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,4608.879682,0.004597999,2.289486181,374.9636913,0,0,NA,5046.15272,0.005034239,3,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,21,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,0,0,102.5066681,1000
1435,CL:C-001-2:1,1994,0,0,102.5066681,6516.467253,0.006501082,11,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,27319.32636,0.027254828,5.57678294,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,2.965615415,374.9636913,0,0,NA,5046.15272,0.005034239,4,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,22,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,0,0,102.5066681,1000
1440,CL:C-001-2:1,1995,0,0,102.5066681,6516.467253,0.006501082,12,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,27319.32636,0.027254828,6.57678294,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,3.965615415,374.9636913,0,0,NA,5046.15272,0.005034239,5,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,23,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,15282.94092,0.015246859,1,455.3649367
1445,CL:C-001-2:1,1996,0,0,102.5066681,6516.467253,0.006501082,13,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,27319.32636,0.027254828,7.57678294,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,4.965615415,374.9636913,0,0,NA,5046.15272,0.005034239,6,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,24,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,15282.94092,0.015246859,2,455.3649367
1450,CL:C-001-2:1,1997,0,0,102.5066681,6516.467253,0.006501082,14,230.3354003,0,0,NA,0,0,NA,1000,0,0,NA,27319.32636,0.027254828,8.57678294,184.8505002,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,5478.514302,0.00546558,5.965615415,374.9636913,0,0,NA,5046.15272,0.005034239,7,205.2796421,0,0,NA,0,0,NA,846.9116273,0,0,NA,14863.84728,0.014828755,25,346.477235,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,NA,0,0,NA,1000,0,0,102.5066681,15282.94092,0.015246859,3,455.3649367
