,SS,YEAR,NEAR.DIST.conventional.seismic,NEAR.DIST.unimproved.road,NEAR.DIST.harvest,NEAR.DIST.pipeline,MEANAGE.565.harvest,treatment,harvest_interaction
1182,CL:C-100-2:2-3,2001,0.10592142,0.499393285,0.47965316,0.478070892,0.177328252,control,0.085056056
1183,CL:C-100-2:2-3,2002,0.10592142,0.499393285,0.47965316,0.478070892,0.187179821,control,0.089781393
1184,CL:C-100-2:2-3,2003,0.10592142,0.499393285,0.47965316,0.478070892,0.197031391,control,0.094506729
1185,CL:C-100-2:2-3,2005,0.10592142,0.499393285,0.47965316,0.478070892,0.21673453,control,0.103957402
1186,CL:C-100-2:2-3,2006,0.10592142,0.499393285,0.47965316,0.478070892,0.2265861,control,0.108682739
1187,CL:C-100-2:2-3,2007,0.10592142,0.499393285,0.47965316,0.478070892,0.236437669,control,0.113408075
1188,CL:C-100-2:2-3,2008,0.10592142,0.499393285,0.47965316,0.478070892,0.246289239,control,0.118133412
1189,CL:C-100-2:2-3,2009,0.10592142,0.499393285,0.47965316,0.478070892,0.256140808,control,0.122858748
1190,CL:C-100-2:2-3,2010,0.10592142,0.499393285,0.47965316,0.478070892,0.265992378,control,0.127584084
1191,CL:C-100-2:2-3,2011,0.10592142,0.499393285,0.47965316,0.478070892,0.275843947,control,0.132309421
1192,CL:C-100-2:2-3,2012,0.10592142,0.499393285,0.47965316,0.478070892,0.285695517,control,0.137034757
1193,CL:C-100-2:2-3,2014,0.10592142,0.499393285,0.47965316,0.478070892,0.305398656,control,0.14648543
1194,CL:C-100-2:2-3,1993,0.10592142,0.499393285,0.47965316,0.478070892,0.098515695,control,0.047253365
1195,CL:C-100-2:2-3,1994,0.10592142,0.499393285,0.47965316,0.478070892,0.108367265,control,0.051978701
1196,CL:C-100-2:2-3,1995,0.10592142,0.499393285,0.47965316,0.478070892,0.118218835,control,0.056704038
1197,CL:C-100-2:2-3,1996,0.10592142,0.499393285,0.47965316,0.478070892,0.128070404,control,0.061429374
1198,CL:C-100-2:2-3,1997,0.10592142,0.499393285,0.47965316,0.478070892,0.137921974,control,0.06615471
1199,CL:C-100-2:2-3,1998,0.10592142,0.499393285,0.47965316,0.478070892,0.147773543,control,0.070880047
1200,CL:C-100-2:2-3,1999,0.10592142,0.499393285,0.47965316,0.478070892,0.157625113,control,0.075605383
1221,CL:C-100-2:3-1,2000,0.130289497,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1222,CL:C-100-2:3-1,2001,0.130289497,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1223,CL:C-100-2:3-1,2002,0.130289497,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1224,CL:C-100-2:3-1,2003,0.130289497,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1225,CL:C-100-2:3-1,2005,0.130289497,0.084176753,0.912526276,0.096489316,1,control,0.912526276
1226,CL:C-100-2:3-1,2006,0.130289497,0.084176753,0.912526276,0.096489316,1,control,0.912526276
1227,CL:C-100-2:3-1,2007,0.130289497,0.084176753,0.912526276,0.096489316,1,control,0.912526276
1228,CL:C-100-2:3-1,2008,0.130289497,0.084176753,0.798872452,0.096489316,1,control,0.798872452
1229,CL:C-100-2:3-1,2009,0.130289497,0.084176753,0.798872452,0.096489316,1,control,0.798872452
1230,CL:C-100-2:3-1,2010,0.130289497,0.084176753,0.798872452,0.096489316,1,control,0.798872452
1231,CL:C-100-2:3-1,2011,0.130289497,0.084176753,0.798872452,0.096489316,1,control,0.798872452
1232,CL:C-100-2:3-1,2012,0.130289497,0.084176753,0.798872452,0.096489316,1,control,0.798872452
1233,CL:C-100-2:3-1,2014,0.130289497,0.084176753,0.798872452,0.096489316,1,control,0.798872452
1234,CL:C-100-2:3-1,1993,0.281822976,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1235,CL:C-100-2:3-1,1994,0.281822976,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1236,CL:C-100-2:3-1,1995,0.281822976,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1237,CL:C-100-2:3-1,1996,0.281822976,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1238,CL:C-100-2:3-1,1997,0.281822976,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1239,CL:C-100-2:3-1,1998,0.281822976,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1240,CL:C-100-2:3-1,1999,0.130289497,0.084176753,0.912526276,0.492456385,1,control,0.912526276
1261,CL:C-100-2:3-3,2000,0.109722399,0.501395189,0.533504806,0.298805469,0.167476682,control,0.089349615
1262,CL:C-100-2:3-3,2001,0.109722399,0.501395189,0.533504806,0.298805469,0.177328252,control,0.094605475
1263,CL:C-100-2:3-3,2002,0.109722399,0.501395189,0.533504806,0.298805469,0.187179821,control,0.099861334
1264,CL:C-100-2:3-3,2003,0.109722399,0.501395189,0.533504806,0.298805469,0.197031391,control,0.105117194
1265,CL:C-100-2:3-3,2005,0.109722399,0.501395189,0.533504806,0.298805469,0.21673453,control,0.115628913
1266,CL:C-100-2:3-3,2006,0.109722399,0.501395189,0.533504806,0.298805469,0.2265861,control,0.120884773
1267,CL:C-100-2:3-3,2007,0.109722399,0.501395189,0.533504806,0.298805469,0.236437669,control,0.126140633
1268,CL:C-100-2:3-3,2008,0.109722399,0.501395189,0.533504806,0.298805469,0.246289239,control,0.131396492
1269,CL:C-100-2:3-3,2009,0.109722399,0.501395189,0.533504806,0.298805469,0.256140808,control,0.136652352
1270,CL:C-100-2:3-3,2010,0.109722399,0.501395189,0.533504806,0.298805469,0.265992378,control,0.141908212
1271,CL:C-100-2:3-3,2011,0.109722399,0.501395189,0.533504806,0.298805469,0.275843947,control,0.147164072
1272,CL:C-100-2:3-3,2012,0.109722399,0.501395189,0.533504806,0.298805469,0.285695517,control,0.152419931
1273,CL:C-100-2:3-3,2014,0.109722399,0.501395189,0.533504806,0.298805469,0.305398656,control,0.162931651
1274,CL:C-100-2:3-3,1993,0.109722399,0.501395189,0.533504806,0.298805469,0.098515695,control,0.052558597
1275,CL:C-100-2:3-3,1994,0.109722399,0.501395189,0.533504806,0.298805469,0.108367265,control,0.057814457
1276,CL:C-100-2:3-3,1995,0.109722399,0.501395189,0.533504806,0.298805469,0.118218835,control,0.063070316
1277,CL:C-100-2:3-3,1996,0.109722399,0.501395189,0.533504806,0.298805469,0.128070404,control,0.068326176
1278,CL:C-100-2:3-3,1997,0.109722399,0.501395189,0.533504806,0.298805469,0.137921974,control,0.073582036
1279,CL:C-100-2:3-3,1998,0.109722399,0.501395189,0.533504806,0.298805469,0.147773543,control,0.078837895
1280,CL:C-100-2:3-3,1999,0.109722399,0.501395189,0.533504806,0.298805469,0.157625113,control,0.084093755
1301,CL:C-100-2:4-1,2000,0.036468294,0.083574946,0.912238601,0.314896567,1,control,0.912238601
1302,CL:C-100-2:4-1,2001,0.036468294,0.083574946,0.912238601,0.314896567,1,control,0.912238601
1303,CL:C-100-2:4-1,2002,0.036468294,0.083574946,0.912238601,0.314896567,1,control,0.912238601
1304,CL:C-100-2:4-1,2003,0.036468294,0.083574946,0.912238601,0.314896567,1,control,0.912238601
1305,CL:C-100-2:4-1,2005,0.036468294,0.083574946,0.912238601,1,1,control,0.912238601
1306,CL:C-100-2:4-1,2006,0.036468294,0.083574946,0.912238601,1,1,control,0.912238601
1307,CL:C-100-2:4-1,2007,0.036468294,0.083574946,0.912238601,1,1,control,0.912238601
1308,CL:C-100-2:4-1,2008,0.036468294,0.083574946,0.605156002,1,1,control,0.605156002
1309,CL:C-100-2:4-1,2009,0.036468294,0.083574946,0.605156002,1,1,control,0.605156002
1310,CL:C-100-2:4-1,2010,0.036468294,0.083574946,0.605156002,1,1,control,0.605156002
1311,CL:C-100-2:4-1,2011,0.036468294,0.083574946,0.605156002,1,1,control,0.605156002
1312,CL:C-100-2:4-1,2012,0.036468294,0.083574946,0.605156002,1,1,control,0.605156002
1313,CL:C-100-2:4-1,2014,0.036468294,0.083574946,0.605156002,1,1,control,0.605156002
1314,CL:C-100-2:4-1,1993,0.28166015,0.083574946,0.979397087,0.314896567,1,control,0.979397087
1315,CL:C-100-2:4-1,1994,0.28166015,0.083574946,0.979397087,0.314896567,1,control,0.979397087
1316,CL:C-100-2:4-1,1995,0.28166015,0.083574946,0.912238601,0.314896567,1,control,0.912238601
1317,CL:C-100-2:4-1,1996,0.28166015,0.083574946,0.912238601,0.314896567,1,control,0.912238601
1318,CL:C-100-2:4-1,1997,0.28166015,0.083574946,0.912238601,0.314896567,1,control,0.912238601
1319,CL:C-100-2:4-1,1998,0.28166015,0.083574946,0.912238601,0.314896567,1,control,0.912238601
1320,CL:C-100-2:4-1,1999,0.036468294,0.083574946,0.912238601,0.314896567,1,control,0.912238601
1341,CL:C-100-2:4-3,2000,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1342,CL:C-100-2:4-3,2001,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1343,CL:C-100-2:4-3,2002,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1344,CL:C-100-2:4-3,2003,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1345,CL:C-100-2:4-3,2005,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1346,CL:C-100-2:4-3,2006,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1347,CL:C-100-2:4-3,2007,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1348,CL:C-100-2:4-3,2008,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1349,CL:C-100-2:4-3,2009,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1350,CL:C-100-2:4-3,2010,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1351,CL:C-100-2:4-3,2011,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1352,CL:C-100-2:4-3,2012,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1353,CL:C-100-2:4-3,2014,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1354,CL:C-100-2:4-3,1993,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1355,CL:C-100-2:4-3,1994,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1356,CL:C-100-2:4-3,1995,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1357,CL:C-100-2:4-3,1996,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1358,CL:C-100-2:4-3,1997,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1359,CL:C-100-2:4-3,1998,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1360,CL:C-100-2:4-3,1999,0.112530288,0.500747788,0.617796437,0.120441175,1,control,0.617796437
1381,CL:C-100-2:5-1,2000,0.051570684,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1382,CL:C-100-2:5-1,2001,0.051570684,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1383,CL:C-100-2:5-1,2002,0.051570684,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1384,CL:C-100-2:5-1,2003,0.051570684,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1385,CL:C-100-2:5-1,2005,0.051570684,0.077817588,0.904287808,0.094091473,1,control,0.904287808
1386,CL:C-100-2:5-1,2006,0.051570684,0.077817588,0.904287808,0.094091473,1,control,0.904287808
1387,CL:C-100-2:5-1,2007,0.051570684,0.077817588,0.904287808,0.094091473,1,control,0.904287808
1388,CL:C-100-2:5-1,2008,0.051570684,0.077817588,0.406756648,0.094091473,0,control,0
1389,CL:C-100-2:5-1,2009,0.051570684,0.077817588,0.406756648,0.094091473,0.00985157,control,0.004007191
1390,CL:C-100-2:5-1,2010,0.051570684,0.077817588,0.406756648,0.094091473,0.019703139,control,0.008014383
1391,CL:C-100-2:5-1,2011,0.051570684,0.077817588,0.406756648,0.094091473,0.029554709,control,0.012021574
1392,CL:C-100-2:5-1,2012,0.051570684,0.077817588,0.406756648,0.094091473,0.039406278,control,0.016028766
1393,CL:C-100-2:5-1,2014,0.051570684,0.077817588,0.406756648,0.094091473,0.059109417,control,0.024043148
1394,CL:C-100-2:5-1,1993,0.182297482,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1395,CL:C-100-2:5-1,1994,0.182297482,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1396,CL:C-100-2:5-1,1995,0.182297482,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1397,CL:C-100-2:5-1,1996,0.182297482,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1398,CL:C-100-2:5-1,1997,0.182297482,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1399,CL:C-100-2:5-1,1998,0.182297482,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1400,CL:C-100-2:5-1,1999,0.051570684,0.077817588,0.918863913,0.131662674,1,control,0.918863913
1421,CL:C-100-2:5-3,2000,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1422,CL:C-100-2:5-3,2001,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1423,CL:C-100-2:5-3,2002,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1424,CL:C-100-2:5-3,2003,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1425,CL:C-100-2:5-3,2005,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1426,CL:C-100-2:5-3,2006,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1427,CL:C-100-2:5-3,2007,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1428,CL:C-100-2:5-3,2008,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1429,CL:C-100-2:5-3,2009,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1430,CL:C-100-2:5-3,2010,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1431,CL:C-100-2:5-3,2011,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1432,CL:C-100-2:5-3,2012,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1433,CL:C-100-2:5-3,2014,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1434,CL:C-100-2:5-3,1993,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1435,CL:C-100-2:5-3,1994,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1436,CL:C-100-2:5-3,1995,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1437,CL:C-100-2:5-3,1996,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1438,CL:C-100-2:5-3,1997,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1439,CL:C-100-2:5-3,1998,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1440,CL:C-100-2:5-3,1999,0.107127546,0.49007787,0.606591423,0,1,control,0.606591423
1461,CL:C-100-3:1-1,2000,0.020390716,1,0.811833161,1,1,control,0.811833161
1462,CL:C-100-3:1-1,2001,0.020390716,1,0.811833161,1,1,control,0.811833161
1463,CL:C-100-3:1-1,2002,0.020390716,1,0.811833161,1,1,control,0.811833161
1464,CL:C-100-3:1-1,2003,0.020390716,1,0.811833161,1,1,control,0.811833161
1465,CL:C-100-3:1-1,2005,0.020390716,1,0.811833161,0.462559574,1,control,0.811833161
1466,CL:C-100-3:1-1,2006,0.020390716,1,0.811833161,0.462559574,1,control,0.811833161
1467,CL:C-100-3:1-1,2007,0.020390716,1,0.811833161,0.462559574,1,control,0.811833161
1468,CL:C-100-3:1-1,2008,0.020390716,1,0.811833161,0.462559574,1,control,0.811833161
1469,CL:C-100-3:1-1,2009,0.020390716,1,0.811833161,0.462559574,1,control,0.811833161
1470,CL:C-100-3:1-1,2010,0.020390716,1,0.811833161,0.462559574,1,control,0.811833161
1471,CL:C-100-3:1-1,2011,0.020390716,1,0.811833161,0.462559574,1,control,0.811833161
1472,CL:C-100-3:1-1,2012,0.020390716,1,0.811833161,0.462559574,1,control,0.811833161
1473,CL:C-100-3:1-1,2014,0.020390716,1,0.00677716,0.462559574,0,control,0
1474,CL:C-100-3:1-1,1993,0.020390716,1,1,1,1,control,1
1475,CL:C-100-3:1-1,1994,0.020390716,1,1,1,1,control,1
1476,CL:C-100-3:1-1,1995,0.020390716,1,0.811833161,1,1,control,0.811833161
1477,CL:C-100-3:1-1,1996,0.020390716,1,0.811833161,1,1,control,0.811833161
1478,CL:C-100-3:1-1,1997,0.020390716,1,0.811833161,1,1,control,0.811833161
1479,CL:C-100-3:1-1,1998,0.020390716,1,0.811833161,1,1,control,0.811833161
1480,CL:C-100-3:1-1,1999,0.020390716,1,0.811833161,1,1,control,0.811833161
1501,CL:C-100-3:1-3,2000,0.199235582,1,0.418219386,1,0.049257848,control,0.020600587
1502,CL:C-100-3:1-3,2001,0.199235582,1,0.418219386,1,0.059109417,control,0.024720704
1503,CL:C-100-3:1-3,2002,0.199235582,1,0.418219386,1,0.068960987,control,0.028840822
1504,CL:C-100-3:1-3,2003,0.199235582,1,0.418219386,1,0.078812556,control,0.032960939
1505,CL:C-100-3:1-3,2005,0.199235582,1,0.418219386,0.19451375,0.098515695,control,0.041201174
1506,CL:C-100-3:1-3,2006,0.199235582,1,0.418219386,0.19451375,0.108367265,control,0.045321291
1507,CL:C-100-3:1-3,2007,0.199235582,1,0.418219386,0.19451375,0.118218835,control,0.049441408
1508,CL:C-100-3:1-3,2008,0.199235582,1,0.418219386,0.19451375,0.128070404,control,0.053561526
1509,CL:C-100-3:1-3,2009,0.199235582,1,0.418219386,0.19451375,0.137921974,control,0.057681643
1510,CL:C-100-3:1-3,2010,0.199235582,1,0.418219386,0.19451375,0.147773543,control,0.06180176
1511,CL:C-100-3:1-3,2011,0.199235582,1,0.418219386,0.19451375,0.157625113,control,0.065921878
1512,CL:C-100-3:1-3,2012,0.199235582,1,0.418219386,0.19451375,0.167476682,control,0.070041995
1513,CL:C-100-3:1-3,2014,0.199235582,1,0.148596043,0.19451375,0.03991399,control,0.005931061
1514,CL:C-100-3:1-3,1993,0.277950772,1,1,1,1,control,1
1515,CL:C-100-3:1-3,1994,0.277950772,1,1,1,1,control,1
1516,CL:C-100-3:1-3,1995,0.277950772,1,0.418219386,1,0,control,0
1517,CL:C-100-3:1-3,1996,0.277950772,1,0.418219386,1,0.00985157,control,0.004120117
1518,CL:C-100-3:1-3,1997,0.277950772,1,0.418219386,1,0.019703139,control,0.008240235
1519,CL:C-100-3:1-3,1998,0.277950772,1,0.418219386,1,0.029554709,control,0.012360352
1520,CL:C-100-3:1-3,1999,0.199235582,1,0.418219386,1,0.039406278,control,0.016480469
1541,CL:C-100-3:2-1,2000,0.02161127,1,0.80214321,1,1,control,0.80214321
1542,CL:C-100-3:2-1,2001,0.02161127,1,0.80214321,1,1,control,0.80214321
1543,CL:C-100-3:2-1,2002,0.02161127,1,0.80214321,1,1,control,0.80214321
1544,CL:C-100-3:2-1,2003,0.02161127,1,0.80214321,1,1,control,0.80214321
1545,CL:C-100-3:2-1,2005,0.02161127,1,0.80214321,0.317229295,1,control,0.80214321
1546,CL:C-100-3:2-1,2006,0.02161127,1,0.80214321,0.317229295,1,control,0.80214321
1547,CL:C-100-3:2-1,2007,0.02161127,1,0.80214321,0.317229295,1,control,0.80214321
1548,CL:C-100-3:2-1,2008,0.02161127,1,0.80214321,0.317229295,1,control,0.80214321
1549,CL:C-100-3:2-1,2009,0.02161127,1,0.80214321,0.317229295,1,control,0.80214321
1550,CL:C-100-3:2-1,2010,0.02161127,1,0.80214321,0.317229295,1,control,0.80214321
1551,CL:C-100-3:2-1,2011,0.02161127,1,0.80214321,0.317229295,1,control,0.80214321
1552,CL:C-100-3:2-1,2012,0.02161127,1,0.80214321,0.317229295,1,control,0.80214321
1553,CL:C-100-3:2-1,2014,0.02161127,1,0.19217745,0.317229295,0,control,0
1554,CL:C-100-3:2-1,1993,0.02161127,1,1,1,1,control,1
1555,CL:C-100-3:2-1,1994,0.02161127,1,1,1,1,control,1
1556,CL:C-100-3:2-1,1995,0.02161127,1,0.80214321,1,1,control,0.80214321
1557,CL:C-100-3:2-1,1996,0.02161127,1,0.80214321,1,1,control,0.80214321
1558,CL:C-100-3:2-1,1997,0.02161127,1,0.80214321,1,1,control,0.80214321
1559,CL:C-100-3:2-1,1998,0.02161127,1,0.80214321,1,1,control,0.80214321
1560,CL:C-100-3:2-1,1999,0.02161127,1,0.80214321,1,1,control,0.80214321
1581,CL:C-100-3:2-3,2000,0.102683917,1,0.486341811,1,0.049257848,control,0.023956151
1582,CL:C-100-3:2-3,2001,0.102683917,1,0.486341811,1,0.059109417,control,0.028747381
1583,CL:C-100-3:2-3,2002,0.102683917,1,0.486341811,1,0.068960987,control,0.033538611
1584,CL:C-100-3:2-3,2003,0.102683917,1,0.486341811,1,0.078812556,control,0.038329841
1585,CL:C-100-3:2-3,2005,0.102683917,1,0.486341811,0.033648233,0.098515695,control,0.047912302
1586,CL:C-100-3:2-3,2006,0.102683917,1,0.486341811,0.033648233,0.108367265,control,0.052703532
1587,CL:C-100-3:2-3,2007,0.102683917,1,0.486341811,0.033648233,0.118218835,control,0.057494762
1588,CL:C-100-3:2-3,2008,0.102683917,1,0.486341811,0.033648233,0.128070404,control,0.062285992
1589,CL:C-100-3:2-3,2009,0.102683917,1,0.486341811,0.033648233,0.137921974,control,0.067077222
1590,CL:C-100-3:2-3,2010,0.102683917,1,0.486341811,0.033648233,0.147773543,control,0.071868453
1591,CL:C-100-3:2-3,2011,0.102683917,1,0.486341811,0.033648233,0.157625113,control,0.076659683
1592,CL:C-100-3:2-3,2012,0.102683917,1,0.486341811,0.033648233,0.167476682,control,0.081450913
1593,CL:C-100-3:2-3,2014,0.102683917,1,0.348630188,0.033648233,0.052894339,control,0.018440563
1594,CL:C-100-3:2-3,1993,0.273120121,1,1,1,1,control,1
1595,CL:C-100-3:2-3,1994,0.273120121,1,1,1,1,control,1
1596,CL:C-100-3:2-3,1995,0.273120121,1,0.486341811,1,0,control,0
1597,CL:C-100-3:2-3,1996,0.273120121,1,0.486341811,1,0.00985157,control,0.00479123
1598,CL:C-100-3:2-3,1997,0.273120121,1,0.486341811,1,0.019703139,control,0.00958246
1599,CL:C-100-3:2-3,1998,0.273120121,1,0.486341811,1,0.029554709,control,0.014373691
1600,CL:C-100-3:2-3,1999,0.102683917,1,0.486341811,1,0.039406278,control,0.019164921
1621,CL:C-100-3:3-1,2000,0.003614256,1,0.659181861,0.915420604,1,control,0.659181861
1622,CL:C-100-3:3-1,2001,0.003614256,1,0.659181861,0.915420604,1,control,0.659181861
1623,CL:C-100-3:3-1,2002,0.003614256,1,0.659181861,0.915420604,1,control,0.659181861
1624,CL:C-100-3:3-1,2003,0.003614256,1,0.659181861,0.915420604,1,control,0.659181861
1625,CL:C-100-3:3-1,2005,0.003614256,1,0.659181861,0.171898309,1,control,0.659181861
1626,CL:C-100-3:3-1,2006,0.003614256,1,0.659181861,0.171898309,1,control,0.659181861
1627,CL:C-100-3:3-1,2007,0.003614256,1,0.659181861,0.171898309,1,control,0.659181861
1628,CL:C-100-3:3-1,2008,0.003614256,1,0.659181861,0.171898309,1,control,0.659181861
1629,CL:C-100-3:3-1,2009,0.003614256,1,0.659181861,0.171898309,1,control,0.659181861
1630,CL:C-100-3:3-1,2010,0.003614256,1,0.659181861,0.171898309,1,control,0.659181861
1631,CL:C-100-3:3-1,2011,0.003614256,1,0.659181861,0.171898309,1,control,0.659181861
1632,CL:C-100-3:3-1,2012,0.003614256,1,0.659181861,0.171898309,1,control,0.659181861
1633,CL:C-100-3:3-1,2014,0.003614256,1,0.353642133,0.171898309,0,control,0
1634,CL:C-100-3:3-1,1993,0.023633954,1,1,0.915420604,1,control,1
1635,CL:C-100-3:3-1,1994,0.023633954,1,1,0.915420604,1,control,1
1636,CL:C-100-3:3-1,1995,0.023633954,1,0.659181861,0.915420604,1,control,0.659181861
1637,CL:C-100-3:3-1,1996,0.023633954,1,0.659181861,0.915420604,1,control,0.659181861
1638,CL:C-100-3:3-1,1997,0.023633954,1,0.659181861,0.915420604,1,control,0.659181861
1639,CL:C-100-3:3-1,1998,0.023633954,1,0.659181861,0.915420604,1,control,0.659181861
1640,CL:C-100-3:3-1,1999,0.003614256,1,0.659181861,0.915420604,1,control,0.659181861
1661,CL:C-100-3:3-3,2000,0.240898025,1,0.52901522,1,0.049257848,control,0.026058151
1662,CL:C-100-3:3-3,2001,0.240898025,1,0.52901522,1,0.059109417,control,0.031269781
1663,CL:C-100-3:3-3,2002,0.004542749,1,0.52901522,1,0.068960987,control,0.036481412
1664,CL:C-100-3:3-3,2003,0.004542749,1,0.52901522,1,0.078812556,control,0.041693042
1665,CL:C-100-3:3-3,2005,0.004542749,1,0.52901522,0.065355429,0.098515695,control,0.052116302
1666,CL:C-100-3:3-3,2006,0.004542749,1,0.52901522,0.065355429,0.108367265,control,0.057327932
1667,CL:C-100-3:3-3,2007,0.004542749,1,0.52901522,0.065355429,0.118218835,control,0.062539563
1668,CL:C-100-3:3-3,2008,0.004542749,1,0.52901522,0.065355429,0.128070404,control,0.067751193
1669,CL:C-100-3:3-3,2009,0.004542749,1,0.52901522,0.065355429,0.137921974,control,0.072962823
1670,CL:C-100-3:3-3,2010,0.004542749,1,0.52901522,0.065355429,0.147773543,control,0.078174453
1671,CL:C-100-3:3-3,2011,0.004542749,1,0.52901522,0.065355429,0.157625113,control,0.083386084
1672,CL:C-100-3:3-3,2012,0.004542749,1,0.52901522,0.065355429,0.167476682,control,0.088597714
1673,CL:C-100-3:3-3,2014,0.004542749,1,0.500950811,0.065355429,0.089086083,control,0.044627746
1674,CL:C-100-3:3-3,1993,0.276058055,1,1,1,1,control,1
1675,CL:C-100-3:3-3,1994,0.276058055,1,1,1,1,control,1
1676,CL:C-100-3:3-3,1995,0.276058055,1,0.52901522,1,0,control,0
1677,CL:C-100-3:3-3,1996,0.276058055,1,0.52901522,1,0.00985157,control,0.00521163
1678,CL:C-100-3:3-3,1997,0.276058055,1,0.52901522,1,0.019703139,control,0.01042326
1679,CL:C-100-3:3-3,1998,0.276058055,1,0.52901522,1,0.029554709,control,0.015634891
1680,CL:C-100-3:3-3,1999,0.240898025,1,0.52901522,1,0.039406278,control,0.020846521
1701,CL:C-100-3:4-1,2000,0.025609494,1,0.55281851,0.714353993,0.049257848,control,0.02723065
1702,CL:C-100-3:4-1,2001,0.025609494,1,0.55281851,0.714353993,0.059109417,control,0.03267678
1703,CL:C-100-3:4-1,2002,0.025609494,1,0.55281851,0.714353993,0.068960987,control,0.03812291
1704,CL:C-100-3:4-1,2003,0.025609494,1,0.55281851,0.714353993,0.078812556,control,0.04356904
1705,CL:C-100-3:4-1,2005,0.025609494,1,0.55281851,0.026567427,0.098515695,control,0.0544613
1706,CL:C-100-3:4-1,2006,0.025609494,1,0.55281851,0.026567427,0.108367265,control,0.05990743
1707,CL:C-100-3:4-1,2007,0.025609494,1,0.55281851,0.026567427,0.118218835,control,0.06535356
1708,CL:C-100-3:4-1,2008,0.025609494,1,0.55281851,0.026567427,0.128070404,control,0.07079969
1709,CL:C-100-3:4-1,2009,0.025609494,1,0.55281851,0.026567427,0.137921974,control,0.07624582
1710,CL:C-100-3:4-1,2010,0.025609494,1,0.55281851,0.026567427,0.147773543,control,0.08169195
1711,CL:C-100-3:4-1,2011,0.025609494,1,0.55281851,0.026567427,0.157625113,control,0.08713808
1712,CL:C-100-3:4-1,2012,0.025609494,1,0.55281851,0.026567427,0.167476682,control,0.09258421
1713,CL:C-100-3:4-1,2014,0.025609494,1,0.200729312,0.026567427,0.001159101,control,0.000232666
1714,CL:C-100-3:4-1,1993,0.025609494,1,1,0.714353993,1,control,1
